时间,动作,详情,盈亏
2025-12-23 21:45:01,开仓,BUY 0.01手 @ 4490.16, SL:4481.44, TP:4511.01,0
2025-12-23 21:48:36,开仓,BUY 0.01手 @ 4490.74, SL:4481.72, TP:4512.80,0
